Year,State,Electoral_Votes,Winner,Winner_EV,Runner_Up,Runner_Up_EV,Total_EV_Cast,Notes,Winner_Party,RunnerUp_Party,Population,Population_Per_EV
1864,Massachusetts,12,Abraham Lincoln,12,George McClellan,0,234,Lincoln Republican,Republican,Democratic,1321580.0,110131.66666666669
1864,Michigan,8,Abraham Lincoln,8,George McClellan,0,234,Lincoln Republican,Republican,Democratic,923091.0,115386.375
1864,Minnesota,4,Abraham Lincoln,4,George McClellan,0,234,Lincoln Republican,Republican,Democratic,279096.0,69774.0
1864,Mississippi,0,Not Voting,0,Not Voting,0,234,Confederate state,Did Not Vote,Did Not Vote,805952.0,
1864,Missouri,11,Abraham Lincoln,11,George McClellan,0,234,Lincoln Republican,Republican,Democratic,1397725.0,127065.90909090907
1864,Nevada,3,Abraham Lincoln,3,George McClellan,0,234,New state 1864,Republican,Democratic,21111.0,7037.0
1864,New Hampshire,5,Abraham Lincoln,5,George McClellan,0,234,Lincoln Republican,Republican,Democratic,322964.0,64592.8
1864,New Jersey,7,George McClellan,7,Abraham Lincoln,0,234,McClellan Democrat,Republican,Democratic,765659.0,109379.85714285714
1864,New York,33,Abraham Lincoln,33,George McClellan,0,234,Lincoln Republican,Republican,Democratic,4081545.0,123683.18181818182
1864,North Carolina,0,Not Voting,0,Not Voting,0,234,Confederate state,Did Not Vote,Did Not Vote,1024118.0,
1864,Ohio,21,Abraham Lincoln,21,George McClellan,0,234,Lincoln Republican,Republican,Democratic,2469811.0,117610.04761904762
1864,Oregon,3,Abraham Lincoln,3,George McClellan,0,234,Lincoln Republican,Republican,Democratic,67848.0,22616.0
1864,Pennsylvania,26,Abraham Lincoln,26,George McClellan,0,234,Lincoln Republican,Republican,Democratic,3152509.0,121250.34615384616
1864,Rhode Island,4,Abraham Lincoln,4,George McClellan,0,234,Lincoln Republican,Republican,Democratic,191713.0,47928.25
1864,South Carolina,0,Not Voting,0,Not Voting,0,234,Confederate state,Did Not Vote,Did Not Vote,704467.0,
1864,Tennessee,0,Not Voting,0,Not Voting,0,234,Confederate state,Did Not Vote,Did Not Vote,1169289.0,
1864,Texas,0,Not Voting,0,Not Voting,0,234,Confederate state,Did Not Vote,Did Not Vote,689961.0,
1864,Vermont,5,Abraham Lincoln,5,George McClellan,0,234,Lincoln Republican,Republican,Democratic,321279.0,64255.8
1864,Virginia,0,Not Voting,0,Not Voting,0,234,Confederate state,Did Not Vote,Did Not Vote,1221843.0,
1864,West Virginia,5,Abraham Lincoln,5,George McClellan,0,234,New state 1863,Republican,Democratic,,
1864,Wisconsin,8,Abraham Lincoln,8,George McClellan,0,234,Lincoln Republican,Republican,Democratic,887397.0,110924.625
1868,Alabama,8,Ulysses Grant,8,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,990434.0,123804.25
1868,Arkansas,5,Ulysses Grant,5,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,474667.0,94933.4
1868,California,5,Ulysses Grant,5,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,524196.0,104839.2
1868,Connecticut,6,Ulysses Grant,6,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,521993.0,86998.83333333333
1868,Delaware,3,Horatio Seymour,3,Ulysses Grant,0,294,Seymour Democrat,Republican,Democratic,122455.0,40818.333333333336
1868,Florida,3,Ulysses Grant,3,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,178283.0,59427.66666666666
1868,Georgia,9,Horatio Seymour,9,Ulysses Grant,0,294,Seymour Democrat,Republican,Democratic,1158744.0,128749.33333333331
1868,Illinois,16,Ulysses Grant,16,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,2374303.0,148393.9375
1868,Indiana,13,Ulysses Grant,13,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,1614595.0,124199.6153846154
1868,Iowa,8,Ulysses Grant,8,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,1090199.0,136274.875
1868,Kansas,3,Ulysses Grant,3,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,312960.0,104320.0
1868,Kentucky,11,Horatio Seymour,11,Ulysses Grant,0,294,Seymour Democrat,Republican,Democratic,1287946.0,117086.0
1868,Louisiana,7,Horatio Seymour,7,Ulysses Grant,0,294,Seymour Democrat,Republican,Democratic,723132.0,103304.57142857143
1868,Maine,7,Ulysses Grant,7,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,627188.0,89598.28571428571
1868,Maryland,7,Horatio Seymour,7,Ulysses Grant,0,294,Seymour Democrat,Republican,Democratic,762125.0,108875.0
1868,Massachusetts,12,Ulysses Grant,12,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,1412094.0,117674.5
1868,Michigan,8,Ulysses Grant,8,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,1097070.0,137133.75
1868,Minnesota,4,Ulysses Grant,4,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,386169.0,96542.25
1868,Mississippi,0,Not Voting,0,Not Voting,0,294,Not readmitted,Did Not Vote,Did Not Vote,820599.0,
1868,Missouri,11,Ulysses Grant,11,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,1613438.0,146676.18181818182
1868,Nebraska,3,Ulysses Grant,3,Horatio Seymour,0,294,New state 1867,Republican,Democratic,104163.0,34721.0
1868,Nevada,3,Ulysses Grant,3,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,35364.0,11788.0
1868,New Hampshire,5,Ulysses Grant,5,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,319855.0,63971.0
1868,New Jersey,7,Horatio Seymour,7,Ulysses Grant,0,294,Seymour Democrat,Republican,Democratic,859284.0,122754.85714285714
1868,New York,33,Horatio Seymour,33,Ulysses Grant,0,294,Seymour home state,Republican,Democratic,4282354.0,129768.30303030302
1868,North Carolina,9,Ulysses Grant,9,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,1055613.0,117290.33333333331
1868,Ohio,21,Ulysses Grant,21,Horatio Seymour,0,294,Grant home state,Republican,Democratic,2600110.0,123814.76190476192
1868,Oregon,3,Horatio Seymour,3,Ulysses Grant,0,294,Seymour Democrat,Republican,Democratic,83231.0,27743.666666666668
1868,Pennsylvania,26,Ulysses Grant,26,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,3398804.0,130723.23076923077
1868,Rhode Island,4,Ulysses Grant,4,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,208806.0,52201.5
1868,South Carolina,6,Ulysses Grant,6,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,705226.0,117537.66666666669
1868,Tennessee,10,Ulysses Grant,10,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,1228776.0,122877.6
1868,Texas,0,Not Voting,0,Not Voting,0,294,Not readmitted,Did Not Vote,Did Not Vote,775706.0,
1868,Vermont,5,Ulysses Grant,5,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,327460.0,65492.0
1868,Virginia,0,Not Voting,0,Not Voting,0,294,Not readmitted,Did Not Vote,Did Not Vote,1224056.0,
1868,West Virginia,5,Ulysses Grant,5,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,,
1868,Wisconsin,8,Ulysses Grant,8,Horatio Seymour,0,294,Grant Republican,Republican,Democratic,998912.0,124864.0
1872,Alabama,10,Ulysses Grant,10,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,1050095.0,105009.5
1872,Arkansas,6,Ulysses Grant,6,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,548082.0,91347.0
1872,California,6,Ulysses Grant,6,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,621136.0,103522.66666666669
1872,Connecticut,6,Ulysses Grant,6,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,554503.0,92417.16666666669
1872,Delaware,3,Ulysses Grant,3,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,129334.0,43111.333333333336
1872,Florida,4,Ulysses Grant,4,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,204097.0,51024.25
1872,Georgia,11,Horace Greeley,0,Ulysses Grant,0,366,Greeley died; votes dispersed,Republican,Democratic,1255723.0,114156.63636363635
1872,Illinois,21,Ulysses Grant,21,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,2647487.0,126070.80952380953
1872,Indiana,15,Ulysses Grant,15,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,1740170.0,116011.33333333331
1872,Iowa,11,Ulysses Grant,11,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,1280139.0,116376.27272727272
1872,Kansas,5,Ulysses Grant,5,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,490738.0,98147.6
1872,Kentucky,12,Horace Greeley,0,Ulysses Grant,0,366,Greeley died; votes dispersed,Republican,Liberal Republican/Democratic,1386547.0,115545.58333333331
1872,Louisiana,8,Ulysses Grant,8,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican,769521.0,96190.125
1872,Maine,7,Ulysses Grant,7,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,631319.0,90188.42857142857
1872,Maryland,8,Horace Greeley,0,Ulysses Grant,0,366,Greeley died; votes dispersed,Republican,Liberal Republican/Democratic,811704.0,101463.0
1872,Massachusetts,13,Ulysses Grant,13,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,1522498.0,117115.23076923077
1872,Michigan,11,Ulysses Grant,11,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,1274635.0,115875.90909090907
1872,Minnesota,5,Ulysses Grant,5,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,507919.0,101583.8
1872,Mississippi,8,Ulysses Grant,8,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,888657.0,111082.125
1872,Missouri,15,Horace Greeley,0,Ulysses Grant,0,366,Greeley died; votes dispersed,Liberal Republican,Republican,1810712.0,120714.13333333332
1872,Nebraska,3,Ulysses Grant,3,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,188875.0,62958.333333333336
1872,Nevada,3,Ulysses Grant,3,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,46446.0,15482.0
1872,New Hampshire,5,Ulysses Grant,5,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,324038.0,64807.6
1872,New Jersey,9,Ulysses Grant,9,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,951100.0,105677.77777777778
1872,New York,35,Ulysses Grant,35,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,4522781.0,129222.31428571428
1872,North Carolina,10,Ulysses Grant,10,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,1137039.0,113703.9
1872,Ohio,22,Ulysses Grant,22,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,2771820.0,125991.81818181818
1872,Oregon,3,Ulysses Grant,3,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,107692.0,35897.333333333336
1872,Pennsylvania,29,Ulysses Grant,29,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,3674139.0,126694.44827586209
1872,Rhode Island,4,Ulysses Grant,4,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,229189.0,57297.25
1872,South Carolina,7,Ulysses Grant,7,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,763600.0,109085.71428571428
1872,Tennessee,12,Horace Greeley,0,Ulysses Grant,0,366,Greeley died; votes dispersed,Republican,Liberal Republican/Democratic,1315288.0,109607.33333333331
1872,Texas,8,Horace Greeley,0,Ulysses Grant,0,366,Greeley died; votes dispersed,Republican,Liberal Republican/Democratic,973213.0,121651.625
1872,Vermont,5,Ulysses Grant,5,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,330898.0,66179.6
1872,Virginia,11,Ulysses Grant,11,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,1282643.0,116603.90909090907
1872,West Virginia,5,Ulysses Grant,5,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,477303.0,95460.6
1872,Wisconsin,10,Ulysses Grant,10,Horace Greeley,0,366,Grant Republican,Republican,Liberal Republican/Democratic,1106835.0,110683.5
1876,Alabama,10,Samuel Tilden,10,Rutherford Hayes,0,369,Tilden Democrat,Republican,Democratic,1156300.0,115630.0
1876,Arkansas,6,Samuel Tilden,6,Rutherford Hayes,0,369,Tilden Democrat,Republican,Democratic,675303.0,112550.5
1876,California,6,Rutherford Hayes,6,Samuel Tilden,0,369,Hayes Republican,Republican,Democratic,742915.0,123819.16666666669
1876,Colorado,3,Rutherford Hayes,3,Samuel Tilden,0,369,New state 1876,Republican,Democratic,132542.0,44180.66666666666
1876,Connecticut,6,Samuel Tilden,6,Rutherford Hayes,0,369,Tilden Democrat,Republican,Democratic,588602.0,98100.33333333331
1876,Delaware,3,Samuel Tilden,3,Rutherford Hayes,0,369,Tilden Democrat,Republican,Democratic,137971.0,45990.333333333336
1876,Florida,4,Rutherford Hayes,4,Samuel Tilden,0,369,Disputed; awarded to Hayes,Republican,Democratic,236795.0,59198.75
1876,Georgia,11,Samuel Tilden,11,Rutherford Hayes,0,369,Tilden Democrat,Republican,Democratic,1398952.0,127177.45454545454
1876,Illinois,21,Rutherford Hayes,21,Samuel Tilden,0,369,Hayes Republican,Republican,Democratic,2862679.0,136318.04761904763
1876,Indiana,15,Samuel Tilden,15,Rutherford Hayes,0,369,Tilden Democrat,Republican,Democratic,1859235.0,123949.0
1876,Iowa,11,Rutherford Hayes,11,Samuel Tilden,0,369,Hayes Republican,Republican,Democratic,1452377.0,132034.27272727274
1876,Kansas,5,Rutherford Hayes,5,Samuel Tilden,0,369,Hayes Republican,Republican,Democratic,743417.0,148683.4
1876,Kentucky,12,Samuel Tilden,12,Rutherford Hayes,0,369,Tilden Democrat,Republican,Democratic,1517618.0,126468.16666666669
1876,Louisiana,8,Rutherford Hayes,8,Samuel Tilden,0,369,Disputed; awarded to Hayes,Republican,Democratic,854734.0,106841.75
1876,Maine,7,Rutherford Hayes,7,Samuel Tilden,0,369,Hayes Republican,Republican,Democratic,640128.0,91446.85714285714
1876,Maryland,8,Samuel Tilden,8,Rutherford Hayes,0,369,Tilden Democrat,Republican,Democratic,873323.0,109165.375
1876,Massachusetts,13,Rutherford Hayes,13,Samuel Tilden,0,369,Hayes Republican,Republican,Democratic,1652791.0,127137.76923076923
1876,Michigan,11,Rutherford Hayes,11,Samuel Tilden,0,369,Hayes Republican,Republican,Democratic,1455786.0,132344.18181818182
1876,Minnesota,5,Rutherford Hayes,5,Samuel Tilden,0,369,Hayes Republican,Republican,Democratic,644346.0,128869.2
1876,Mississippi,8,Samuel Tilden,8,Rutherford Hayes,0,369,Tilden Democrat,Republican,Democratic,1010127.0,126265.875
1876,Missouri,15,Samuel Tilden,15,Rutherford Hayes,0,369,Tilden Democrat,Republican,Democratic,1989546.0,132636.4
1876,Nebraska,3,Rutherford Hayes,3,Samuel Tilden,0,369,Hayes Republican,Republican,Democratic,320638.0,106879.33333333331
1876,Nevada,3,Rutherford Hayes,3,Samuel Tilden,0,369,Hayes Republican,Republican,Democratic,54356.0,18118.666666666668
1876,New Hampshire,5,Rutherford Hayes,5,Samuel Tilden,0,369,Hayes Republican,Republican,Democratic,335515.0,67103.0
1876,New Jersey,9,Samuel Tilden,9,Rutherford Hayes,0,369,Tilden Democrat,Republican,Democratic,1041108.0,115678.66666666669
1876,New York,35,Samuel Tilden,35,Rutherford Hayes,0,369,Tilden home state,Republican,Democratic,4802826.0,137223.6
1876,North Carolina,10,Samuel Tilden,10,Rutherford Hayes,0,369,Tilden Democrat,Republican,Democratic,1268394.0,126839.4
1876,Ohio,22,Rutherford Hayes,22,Samuel Tilden,0,369,Hayes home state,Republican,Democratic,2984941.0,135679.13636363635
1876,Oregon,3,Rutherford Hayes,3,Samuel Tilden,0,369,Disputed; awarded to Hayes,Republican,Democratic,141230.0,47076.66666666666
1876,Pennsylvania,29,Rutherford Hayes,29,Samuel Tilden,0,369,Hayes Republican,Republican,Democratic,3978515.0,137190.1724137931
1876,Rhode Island,4,Rutherford Hayes,4,Samuel Tilden,0,369,Hayes Republican,Republican,Democratic,252860.0,63215.0
1876,South Carolina,7,Rutherford Hayes,7,Samuel Tilden,0,369,Disputed; awarded to Hayes,Republican,Democratic,879589.0,125655.57142857143
1876,Tennessee,12,Samuel Tilden,12,Rutherford Hayes,0,369,Tilden Democrat,Republican,Democratic,1428823.0,119068.58333333331
1876,Texas,8,Samuel Tilden,8,Rutherford Hayes,0,369,Tilden Democrat,Republican,Democratic,1282481.0,160310.125
1876,Vermont,5,Rutherford Hayes,5,Samuel Tilden,0,369,Hayes Republican,Republican,Democratic,331592.0,66318.4
1876,Virginia,11,Samuel Tilden,11,Rutherford Hayes,0,369,Tilden Democrat,Republican,Democratic,1397604.0,127054.90909090907
1876,West Virginia,5,Samuel Tilden,5,Rutherford Hayes,0,369,Tilden Democrat,Republican,Democratic,547880.0,109576.0
1876,Wisconsin,10,Rutherford Hayes,10,Samuel Tilden,0,369,Hayes Republican,Republican,Democratic,1211166.0,121116.6
1880,Alabama,10,Winfield Hancock,10,James Garfield,0,369,Hancock Democrat,Republican,Democratic,1262505.0,126250.5
1880,Arkansas,6,Winfield Hancock,6,James Garfield,0,369,Hancock Democrat,Republican,Democratic,802525.0,133754.16666666666
1880,California,6,Winfield Hancock,1,James Garfield,5,369,Split vote,Republican,Democratic,864694.0,144115.66666666666
1880,Colorado,3,James Garfield,3,Winfield Hancock,0,369,Garfield Republican,Republican,Democratic,194327.0,64775.66666666666
1880,Connecticut,6,James Garfield,6,Winfield Hancock,0,369,Garfield Republican,Republican,Democratic,622700.0,103783.33333333331
1880,Delaware,3,Winfield Hancock,3,James Garfield,0,369,Hancock Democrat,Republican,Democratic,146608.0,48869.333333333336
1880,Florida,4,Winfield Hancock,4,James Garfield,0,369,Hancock Democrat,Republican,Democratic,269493.0,67373.25
1880,Georgia,11,Winfield Hancock,11,James Garfield,0,369,Hancock Democrat,Republican,Democratic,1542180.0,140198.18181818182
1880,Illinois,21,James Garfield,21,Winfield Hancock,0,369,Garfield Republican,Republican,Democratic,3077871.0,146565.2857142857
1880,Indiana,15,James Garfield,15,Winfield Hancock,0,369,Garfield Republican,Republican,Democratic,1978301.0,131886.73333333334
1880,Iowa,11,James Garfield,11,Winfield Hancock,0,369,Garfield Republican,Republican,Democratic,1624615.0,147692.27272727274
1880,Kansas,5,James Garfield,5,Winfield Hancock,0,369,Garfield Republican,Republican,Democratic,996096.0,199219.2
1880,Kentucky,12,Winfield Hancock,12,James Garfield,0,369,Hancock Democrat,Republican,Democratic,1648690.0,137390.83333333334
1880,Louisiana,8,Winfield Hancock,8,James Garfield,0,369,Hancock Democrat,Republican,Democratic,939946.0,117493.25
1880,Maine,7,James Garfield,7,Winfield Hancock,0,369,Garfield Republican,Republican,Democratic,648936.0,92705.14285714286
1880,Maryland,8,Winfield Hancock,8,James Garfield,0,369,Hancock Democrat,Republican,Democratic,934943.0,116867.875
1880,Massachusetts,13,James Garfield,13,Winfield Hancock,0,369,Garfield Republican,Republican,Democratic,1783085.0,137160.38461538462
1880,Michigan,11,James Garfield,11,Winfield Hancock,0,369,Garfield Republican,Republican,Democratic,1636937.0,148812.45454545456
1880,Minnesota,5,James Garfield,5,Winfield Hancock,0,369,Garfield Republican,Republican,Democratic,780773.0,156154.6
1880,Mississippi,8,Winfield Hancock,8,James Garfield,0,369,Hancock Democrat,Republican,Democratic,1131597.0,141449.625
1880,Missouri,15,Winfield Hancock,15,James Garfield,0,369,Hancock Democrat,Republican,Democratic,2168380.0,144558.66666666666
1880,Nebraska,3,James Garfield,3,Winfield Hancock,0,369,Garfield Republican,Republican,Democratic,452402.0,150800.66666666666
1880,Nevada,3,Winfield Hancock,3,James Garfield,0,369,Hancock Democrat,Republican,Democratic,62266.0,20755.33333333333
1880,New Hampshire,5,James Garfield,5,Winfield Hancock,0,369,Garfield Republican,Republican,Democratic,346991.0,69398.2
1880,New Jersey,9,Winfield Hancock,9,James Garfield,0,369,Hancock Democrat,Republican,Democratic,1131116.0,125679.55555555556
1880,New York,35,James Garfield,35,Winfield Hancock,0,369,Garfield Republican,Republican,Democratic,5082871.0,145224.88571428572
1880,North Carolina,10,Winfield Hancock,10,James Garfield,0,369,Hancock Democrat,Republican,Democratic,1399750.0,139975.0
1880,Ohio,22,James Garfield,22,Winfield Hancock,0,369,Garfield home state,Republican,Democratic,3198062.0,145366.45454545456
1880,Oregon,3,James Garfield,3,Winfield Hancock,0,369,Garfield Republican,Republican,Democratic,174768.0,58256.0
1880,Pennsylvania,29,James Garfield,29,Winfield Hancock,0,369,Garfield Republican,Republican,Democratic,4282891.0,147685.89655172414
1880,Rhode Island,4,James Garfield,4,Winfield Hancock,0,369,Garfield Republican,Republican,Democratic,276531.0,69132.75
1880,South Carolina,7,Winfield Hancock,7,James Garfield,0,369,Hancock Democrat,Republican,Democratic,995577.0,142225.2857142857
1880,Tennessee,12,Winfield Hancock,12,James Garfield,0,369,Hancock Democrat,Republican,Democratic,1542359.0,128529.91666666669
1880,Texas,8,Winfield Hancock,8,James Garfield,0,369,Hancock Democrat,Republican,Democratic,1591749.0,198968.625
1880,Vermont,5,James Garfield,5,Winfield Hancock,0,369,Garfield Republican,Republican,Democratic,332286.0,66457.2
1880,Virginia,11,Winfield Hancock,11,James Garfield,0,369,Hancock Democrat,Republican,Democratic,1512565.0,137505.9090909091
1880,West Virginia,5,Winfield Hancock,5,James Garfield,0,369,Hancock Democrat,Republican,Democratic,618457.0,123691.4
1880,Wisconsin,10,James Garfield,10,Winfield Hancock,0,369,Garfield Republican,Republican,Democratic,1315497.0,131549.7
1884,Alabama,10,Grover Cleveland,10,James Blaine,0,401,Cleveland Democrat,Democratic,Republican,1362863.0,136286.3
1884,Arkansas,7,Grover Cleveland,7,James Blaine,0,401,Cleveland Democrat,Democratic,Republican,932799.0,133257.0
1884,California,8,James Blaine,8,Grover Cleveland,0,401,Blaine Republican,Democratic,Republican,1004176.0,125522.0
1884,Colorado,3,James Blaine,3,Grover Cleveland,0,401,Blaine Republican,Democratic,Republican,281896.0,93965.33333333331
1884,Connecticut,6,Grover Cleveland,6,James Blaine,0,401,Cleveland Democrat,Democratic,Republican,672123.0,112020.5
1884,Delaware,3,Grover Cleveland,3,James Blaine,0,401,Cleveland Democrat,Democratic,Republican,155362.0,51787.333333333336
1884,Florida,4,Grover Cleveland,4,James Blaine,0,401,Cleveland Democrat,Democratic,Republican,318265.0,79566.25
1884,Georgia,12,Grover Cleveland,12,James Blaine,0,401,Cleveland Democrat,Democratic,Republican,1660249.0,138354.08333333334
1884,Illinois,22,James Blaine,22,Grover Cleveland,0,401,Blaine Republican,Democratic,Republican,3377263.0,153511.95454545456
1884,Indiana,15,Grover Cleveland,15,James Blaine,0,401,Cleveland Democrat,Democratic,Republican,2063942.0,137596.13333333333
1884,Iowa,13,James Blaine,13,Grover Cleveland,0,401,Blaine Republican,Democratic,Republican,1739527.0,133809.76923076922
1884,Kansas,9,James Blaine,9,Grover Cleveland,0,401,Blaine Republican,Democratic,Republican,1168901.0,129877.88888888888
1884,Kentucky,13,Grover Cleveland,13,James Blaine,0,401,Cleveland Democrat,Democratic,Republican,1732668.0,133282.15384615384
1884,Louisiana,8,Grover Cleveland,8,James Blaine,0,401,Cleveland Democrat,Democratic,Republican,1011403.0,126425.375
1884,Maine,6,James Blaine,6,Grover Cleveland,0,401,Blaine home state,Democratic,Republican,653796.0,108966.0
1884,Maryland,8,Grover Cleveland,8,James Blaine,0,401,Cleveland Democrat,Democratic,Republican,977922.0,122240.25
1884,Massachusetts,14,James Blaine,14,Grover Cleveland,0,401,Blaine Republican,Democratic,Republican,1965430.0,140387.85714285713
1884,Michigan,13,James Blaine,13,Grover Cleveland,0,401,Blaine Republican,Democratic,Republican,1819718.0,139978.3076923077
1884,Minnesota,7,James Blaine,7,Grover Cleveland,0,401,Blaine Republican,Democratic,Republican,992577.0,141796.7142857143
1884,Mississippi,9,Grover Cleveland,9,James Blaine,0,401,Cleveland Democrat,Democratic,Republican,1194798.0,132755.33333333334
1884,Missouri,16,Grover Cleveland,16,James Blaine,0,401,Cleveland Democrat,Democratic,Republican,2372702.0,148293.875
1884,Nebraska,5,James Blaine,5,Grover Cleveland,0,401,Blaine Republican,Democratic,Republican,696504.0,139300.8
1884,Nevada,3,James Blaine,3,Grover Cleveland,0,401,Blaine Republican,Democratic,Republican,56302.0,18767.33333333333
1884,New Hampshire,4,James Blaine,4,Grover Cleveland,0,401,Blaine Republican,Democratic,Republican,358807.0,89701.75
1884,New Jersey,9,Grover Cleveland,9,James Blaine,0,401,Cleveland Democrat,Democratic,Republican,1256643.0,139627.0
1884,New York,36,Grover Cleveland,36,James Blaine,0,401,Cleveland home state,Democratic,Republican,5448864.0,151357.33333333334
1884,North Carolina,11,Grover Cleveland,11,James Blaine,0,401,Cleveland Democrat,Democratic,Republican,1487029.0,135184.45454545456
1884,Ohio,23,James Blaine,23,Grover Cleveland,0,401,Blaine Republican,Democratic,Republican,3387769.0,147294.30434782608
1884,Oregon,3,James Blaine,3,Grover Cleveland,0,401,Blaine Republican,Democratic,Republican,231942.0,77314.0
1884,Pennsylvania,30,James Blaine,30,Grover Cleveland,0,401,Blaine Republican,Democratic,Republican,4672980.0,155766.0
1884,Rhode Island,4,James Blaine,4,Grover Cleveland,0,401,Blaine Republican,Democratic,Republican,304121.0,76030.25
1884,South Carolina,9,Grover Cleveland,9,James Blaine,0,401,Cleveland Democrat,Democratic,Republican,1057806.0,117534.0
1884,Tennessee,12,Grover Cleveland,12,James Blaine,0,401,Cleveland Democrat,Democratic,Republican,1632423.0,136035.25
1884,Texas,13,Grover Cleveland,13,James Blaine,0,401,Cleveland Democrat,Democratic,Republican,1849260.0,142250.76923076922
1884,Vermont,4,James Blaine,4,Grover Cleveland,0,401,Blaine Republican,Democratic,Republican,332340.0,83085.0
1884,Virginia,12,Grover Cleveland,12,James Blaine,0,401,Cleveland Democrat,Democratic,Republican,1569931.0,130827.58333333331
1884,West Virginia,6,Grover Cleveland,6,James Blaine,0,401,Cleveland Democrat,Democratic,Republican,676192.0,112698.66666666669
1884,Wisconsin,11,James Blaine,11,Grover Cleveland,0,401,Blaine Republican,Democratic,Republican,1464050.0,133095.45454545456
1888,Alabama,10,Grover Cleveland,10,Benjamin Harrison,0,401,Cleveland Democrat,Republican,Democratic,1463222.0,146322.2
1888,Arkansas,7,Grover Cleveland,7,Benjamin Harrison,0,401,Cleveland Democrat,Republican,Democratic,1063074.0,151867.7142857143
1888,California,8,Benjamin Harrison,8,Grover Cleveland,0,401,Harrison Republican,Republican,Democratic,1143657.0,142957.125
1888,Colorado,3,Benjamin Harrison,3,Grover Cleveland,0,401,Harrison Republican,Republican,Democratic,369465.0,123155.0
1888,Connecticut,6,Grover Cleveland,6,Benjamin Harrison,0,401,Cleveland Democrat,Republican,Democratic,721546.0,120257.66666666669
1888,Delaware,3,Grover Cleveland,3,Benjamin Harrison,0,401,Cleveland Democrat,Republican,Democratic,164116.0,54705.333333333336
1888,Florida,4,Grover Cleveland,4,Benjamin Harrison,0,401,Cleveland Democrat,Republican,Democratic,367036.0,91759.0
1888,Georgia,12,Grover Cleveland,12,Benjamin Harrison,0,401,Cleveland Democrat,Republican,Democratic,1778318.0,148193.16666666666
1888,Illinois,22,Benjamin Harrison,22,Grover Cleveland,0,401,Harrison Republican,Republican,Democratic,3676656.0,167120.72727272726
