Year,State,Electoral_Votes,Winner,Winner_EV,Runner_Up,Runner_Up_EV,Total_EV_Cast,Notes
1852,Mississippi,7,Franklin Pierce,7,Winfield Scott,0,296,Pierce Democrat
1852,Missouri,9,Franklin Pierce,9,Winfield Scott,0,296,Pierce Democrat
1852,New Hampshire,5,Franklin Pierce,5,Winfield Scott,0,296,Pierce home state
1852,New Jersey,7,Franklin Pierce,7,Winfield Scott,0,296,Pierce Democrat
1852,New York,35,Franklin Pierce,35,Winfield Scott,0,296,Pierce Democrat
1852,North Carolina,10,Franklin Pierce,10,Winfield Scott,0,296,Pierce Democrat
1852,Ohio,23,Franklin Pierce,23,Winfield Scott,0,296,Pierce Democrat
1852,Pennsylvania,27,Franklin Pierce,27,Winfield Scott,0,296,Pierce Democrat
1852,Rhode Island,4,Franklin Pierce,4,Winfield Scott,0,296,Pierce Democrat
1852,South Carolina,8,Franklin Pierce,8,Winfield Scott,0,296,Pierce Democrat
1852,Tennessee,12,Winfield Scott,12,Franklin Pierce,0,296,Scott Whig
1852,Texas,4,Franklin Pierce,4,Winfield Scott,0,296,Pierce Democrat
1852,Vermont,5,Winfield Scott,5,Franklin Pierce,0,296,Scott Whig
1852,Virginia,15,Franklin Pierce,15,Winfield Scott,0,296,Pierce Democrat
1852,Wisconsin,5,Franklin Pierce,5,Winfield Scott,0,296,Pierce Democrat

1856,Alabama,9,James Buchanan,9,John Fremont,0,296,Buchanan Democrat
1856,Arkansas,4,James Buchanan,4,John Fremont,0,296,Buchanan Democrat
1856,California,4,James Buchanan,4,John Fremont,0,296,Buchanan Democrat
1856,Connecticut,6,John Fremont,6,James Buchanan,0,296,Fremont Republican
1856,Delaware,3,James Buchanan,3,John Fremont,0,296,Buchanan Democrat
1856,Florida,3,James Buchanan,3,John Fremont,0,296,Buchanan Democrat
1856,Georgia,10,James Buchanan,10,John Fremont,0,296,Buchanan Democrat
1856,Illinois,11,James Buchanan,11,John Fremont,0,296,Buchanan Democrat
1856,Indiana,13,James Buchanan,13,John Fremont,0,296,Buchanan Democrat
1856,Iowa,4,John Fremont,4,James Buchanan,0,296,Fremont Republican
1856,Kentucky,12,James Buchanan,12,John Fremont,0,296,Buchanan Democrat
1856,Louisiana,6,James Buchanan,6,John Fremont,0,296,Buchanan Democrat
1856,Maine,8,John Fremont,8,James Buchanan,0,296,Fremont Republican
1856,Maryland,8,Millard Fillmore,8,James Buchanan,0,296,Fillmore American
1856,Massachusetts,13,John Fremont,13,James Buchanan,0,296,Fremont Republican
1856,Michigan,6,John Fremont,6,James Buchanan,0,296,Fremont Republican
1856,Mississippi,7,James Buchanan,7,John Fremont,0,296,Buchanan Democrat
1856,Missouri,9,James Buchanan,9,John Fremont,0,296,Buchanan Democrat
1856,New Hampshire,5,John Fremont,5,James Buchanan,0,296,Fremont Republican
1856,New Jersey,7,James Buchanan,7,John Fremont,0,296,Buchanan Democrat
1856,New York,35,John Fremont,35,James Buchanan,0,296,Fremont Republican
1856,North Carolina,10,James Buchanan,10,John Fremont,0,296,Buchanan Democrat
1856,Ohio,23,John Fremont,23,James Buchanan,0,296,Fremont Republican
1856,Pennsylvania,27,James Buchanan,27,John Fremont,0,296,Buchanan home state
1856,Rhode Island,4,John Fremont,4,James Buchanan,0,296,Fremont Republican
1856,South Carolina,8,James Buchanan,8,John Fremont,0,296,Buchanan Democrat
1856,Tennessee,12,James Buchanan,12,John Fremont,0,296,Buchanan Democrat
1856,Texas,4,James Buchanan,4,John Fremont,0,296,Buchanan Democrat
1856,Vermont,5,John Fremont,5,James Buchanan,0,296,Fremont Republican
1856,Virginia,15,James Buchanan,15,John Fremont,0,296,Buchanan Democrat
1856,Wisconsin,5,John Fremont,5,James Buchanan,0,296,Fremont Republican

1860,Alabama,9,John Breckinridge,9,Abraham Lincoln,0,303,Breckinridge Southern Democrat
1860,Arkansas,4,John Breckinridge,4,Abraham Lincoln,0,303,Breckinridge Southern Democrat
1860,California,4,Abraham Lincoln,4,John Breckinridge,0,303,Lincoln Republican
1860,Connecticut,6,Abraham Lincoln,6,John Breckinridge,0,303,Lincoln Republican
1860,Delaware,3,John Breckinridge,3,Abraham Lincoln,0,303,Breckinridge Southern Democrat
1860,Florida,3,John Breckinridge,3,Abraham Lincoln,0,303,Breckinridge Southern Democrat
1860,Georgia,10,John Breckinridge,10,Abraham Lincoln,0,303,Breckinridge Southern Democrat
1860,Illinois,11,Abraham Lincoln,11,John Breckinridge,0,303,Lincoln home state
1860,Indiana,13,Abraham Lincoln,13,John Breckinridge,0,303,Lincoln Republican
1860,Iowa,4,Abraham Lincoln,4,John Breckinridge,0,303,Lincoln Republican
1860,Kentucky,12,John Bell,12,Abraham Lincoln,0,303,Bell Constitutional Union
1860,Louisiana,6,John Breckinridge,6,Abraham Lincoln,0,303,Breckinridge Southern Democrat
1860,Maine,8,Abraham Lincoln,8,John Breckinridge,0,303,Lincoln Republican
1860,Maryland,8,John Breckinridge,8,Abraham Lincoln,0,303,Breckinridge Southern Democrat
1860,Massachusetts,13,Abraham Lincoln,13,John Breckinridge,0,303,Lincoln Republican
1860,Michigan,6,Abraham Lincoln,6,John Breckinridge,0,303,Lincoln Republican
1860,Minnesota,4,Abraham Lincoln,4,John Breckinridge,0,303,New state 1858
1860,Mississippi,7,John Breckinridge,7,Abraham Lincoln,0,303,Breckinridge Southern Democrat
1860,Missouri,9,Stephen Douglas,9,Abraham Lincoln,0,303,Douglas Democrat
1860,New Hampshire,5,Abraham Lincoln,5,John Breckinridge,0,303,Lincoln Republican
1860,New Jersey,7,Abraham Lincoln,4,Stephen Douglas,3,303,Split vote
1860,New York,35,Abraham Lincoln,35,John Breckinridge,0,303,Lincoln Republican
1860,North Carolina,10,John Breckinridge,10,Abraham Lincoln,0,303,Breckinridge Southern Democrat
1860,Ohio,23,Abraham Lincoln,23,John Breckinridge,0,303,Lincoln Republican
1860,Oregon,3,Abraham Lincoln,3,John Breckinridge,0,303,New state 1859
1860,Pennsylvania,27,Abraham Lincoln,27,John Breckinridge,0,303,Lincoln Republican
1860,Rhode Island,4,Abraham Lincoln,4,John Breckinridge,0,303,Lincoln Republican
1860,South Carolina,8,John Breckinridge,8,Abraham Lincoln,0,303,Breckinridge Southern Democrat
1860,Tennessee,12,John Bell,12,Abraham Lincoln,0,303,Bell Constitutional Union
1860,Texas,4,John Breckinridge,4,Abraham Lincoln,0,303,Breckinridge Southern Democrat
1860,Vermont,5,Abraham Lincoln,5,John Breckinridge,0,303,Lincoln Republican
1860,Virginia,15,John Bell,15,Abraham Lincoln,0,303,Bell Constitutional Union
1860,Wisconsin,5,Abraham Lincoln,5,John Breckinridge,0,303,Lincoln Republican

1864,Alabama,0,Not Voting,0,Not Voting,0,234,Confederate state
1864,Arkansas,0,Not Voting,0,Not Voting,0,234,Confederate state
1864,California,5,Abraham Lincoln,5,George McClellan,0,234,Lincoln Republican
1864,Connecticut,6,Abraham Lincoln,6,George McClellan,0,234,Lincoln Republican
1864,Delaware,3,George McClellan,3,Abraham Lincoln,0,234,McClellan Democrat
1864,Florida,0,Not Voting,0,Not Voting,0,234,Confederate state
1864,Georgia,0,Not Voting,0,Not Voting,0,234,Confederate state
1864,Illinois,16,Abraham Lincoln,16,George McClellan,0,234,Lincoln Republican
1864,Indiana,13,Abraham Lincoln,13,George McClellan,0,234,Lincoln Republican
1864,Iowa,8,Abraham Lincoln,8,George McClellan,0,234,Lincoln Republican
1864,Kansas,3,Abraham Lincoln,3,George McClellan,0,234,New state 1861
1864,Kentucky,11,George McClellan,11,Abraham Lincoln,0,234,McClellan Democrat
1864,Louisiana,0,Not Voting,0,Not Voting,0,234,Confederate state
1864,Maine,7,Abraham Lincoln,7,George McClellan,0,234,Lincoln Republican
1864,Maryland,7,Abraham Lincoln,7,George McClellan,0,234,Lincoln Republican
1864,Massachusetts,12,Abraham Lincoln,12,George McClellan,0,234,Lincoln Republican
1864,Michigan,8,Abraham Lincoln,8,George McClellan,0,234,Lincoln Republican
1864,Minnesota,4,Abraham Lincoln,4,George McClellan,0,234,Lincoln Republican
1864,Mississippi,0,Not Voting,0,Not Voting,0,234,Confederate state
1864,Missouri,11,Abraham Lincoln,11,George McClellan,0,234,Lincoln Republican
1864,Nevada,3,Abraham Lincoln,3,George McClellan,0,234,New state 1864
1864,New Hampshire,5,Abraham Lincoln,5,George McClellan,0,234,Lincoln Republican
1864,New Jersey,7,George McClellan,7,Abraham Lincoln,0,234,McClellan Democrat
1864,New York,33,Abraham Lincoln,33,George McClellan,0,234,Lincoln Republican
1864,North Carolina,0,Not Voting,0,Not Voting,0,234,Confederate state
1864,Ohio,21,Abraham Lincoln,21,George McClellan,0,234,Lincoln Republican
1864,Oregon,3,Abraham Lincoln,3,George McClellan,0,234,Lincoln Republican
1864,Pennsylvania,26,Abraham Lincoln,26,George McClellan,0,234,Lincoln Republican
1864,Rhode Island,4,Abraham Lincoln,4,George McClellan,0,234,Lincoln Republican
1864,South Carolina,0,Not Voting,0,Not Voting,0,234,Confederate state
1864,Tennessee,0,Not Voting,0,Not Voting,0,234,Confederate state
1864,Texas,0,Not Voting,0,Not Voting,0,234,Confederate state
1864,Vermont,5,Abraham Lincoln,5,George McClellan,0,234,Lincoln Republican
1864,Virginia,0,Not Voting,0,Not Voting,0,234,Confederate state
1864,West Virginia,5,Abraham Lincoln,5,George McClellan,0,234,New state 1863
1864,Wisconsin,8,Abraham Lincoln,8,George McClellan,0,234,Lincoln Republican

1868,Alabama,8,Ulysses Grant,8,Horatio Seymour,0,294,Grant Republican
1868,Arkansas,5,Ulysses Grant,5,Horatio Seymour,0,294,Grant Republican
1868,California,5,Ulysses Grant,5,Horatio Seymour,0,294,Grant Republican
1868,Connecticut,6,Ulysses Grant,6,Horatio Seymour,0,294,Grant Republican
1868,Delaware,3,Horatio Seymour,3,Ulysses Grant,0,294,Seymour Democrat
1868,Florida,3,Ulysses Grant,3,Horatio Seymour,0,294,Grant Republican
1868,Georgia,9,Horatio Seymour,9,Ulysses Grant,0,294,Seymour Democrat
1868,Illinois,16,Ulysses Grant,16,Horatio Seymour,0,294,Grant Republican
1868,Indiana,13,Ulysses Grant,13,Horatio Seymour,0,294,Grant Republican
1868,Iowa,8,Ulysses Grant,8,Horatio Seymour,0,294,Grant Republican
1868,Kansas,3,Ulysses Grant,3,Horatio Seymour,0,294,Grant Republican
1868,Kentucky,11,Horatio Seymour,11,Ulysses Grant,0,294,Seymour Democrat
1868,Louisiana,7,Horatio Seymour,7,Ulysses Grant,0,294,Seymour Democrat
1868,Maine,7,Ulysses Grant,7,Horatio Seymour,0,294,Grant Republican
1868,Maryland,7,Horatio Seymour,7,Ulysses Grant,0,294,Seymour Democrat
1868,Massachusetts,12,Ulysses Grant,12,Horatio Seymour,0,294,Grant Republican
1868,Michigan,8,Ulysses Grant,8,Horatio Seymour,0,294,Grant Republican
1868,Minnesota,4,Ulysses Grant,4,Horatio Seymour,0,294,Grant Republican
1868,Mississippi,0,Not Voting,0,Not Voting,0,294,Not readmitted
1868,Missouri,11,Ulysses Grant,11,Horatio Seymour,0,294,Grant Republican
1868,Nebraska,3,Ulysses Grant,3,Horatio Seymour,0,294,New state 1867
1868,Nevada,3,Ulysses Grant,3,Horatio Seymour,0,294,Grant Republican
1868,New Hampshire,5,Ulysses Grant,5,Horatio Seymour,0,294,Grant Republican
1868,New Jersey,7,Horatio Seymour,7,Ulysses Grant,0,294,Seymour Democrat
1868,New York,33,Horatio Seymour,33,Ulysses Grant,0,294,Seymour home state
1868,North Carolina,9,Ulysses Grant,9,Horatio Seymour,0,294,Grant Republican
1868,Ohio,21,Ulysses Grant,21,Horatio Seymour,0,294,Grant home state
1868,Oregon,3,Horatio Seymour,3,Ulysses Grant,0,294,Seymour Democrat
1868,Pennsylvania,26,Ulysses Grant,26,Horatio Seymour,0,294,Grant Republican
1868,Rhode Island,4,Ulysses Grant,4,Horatio Seymour,0,294,Grant Republican
1868,South Carolina,6,Ulysses Grant,6,Horatio Seymour,0,294,Grant Republican
1868,Tennessee,10,Ulysses Grant,10,Horatio Seymour,0,294,Grant Republican
1868,Texas,0,Not Voting,0,Not Voting,0,294,Not readmitted
1868,Vermont,5,Ulysses Grant,5,Horatio Seymour,0,294,Grant Republican
1868,Virginia,0,Not Voting,0,Not Voting,0,294,Not readmitted
1868,West Virginia,5,Ulysses Grant,5,Horatio Seymour,0,294,Grant Republican
1868,Wisconsin,8,Ulysses Grant,8,Horatio Seymour,0,294,Grant Republican

1872,Alabama,10,Ulysses Grant,10,Horace Greeley,0,366,Grant Republican
1872,Arkansas,6,Ulysses Grant,6,Horace Greeley,0,366,Grant Republican
1872,California,6,Ulysses Grant,6,Horace Greeley,0,366,Grant Republican
1872,Connecticut,6,Ulysses Grant,6,Horace Greeley,0,366,Grant Republican
1872,Delaware,3,Ulysses Grant,3,Horace Greeley,0,366,Grant Republican
1872,Florida,4,Ulysses Grant,4,Horace Greeley,0,366,Grant Republican
1872,Georgia,11,Horace Greeley,0,Ulysses Grant,0,366,Greeley died; votes dispersed
1872,Illinois,21,Ulysses Grant,21,Horace Greeley,0,366,Grant Republican
1872,Indiana,15,Ulysses Grant,15,Horace Greeley,0,366,Grant Republican
1872,Iowa,11,Ulysses Grant,11,Horace Greeley,0,366,Grant Republican
1872,Kansas,5,Ulysses Grant,5,Horace Greeley,0,366,Grant Republican
1872,Kentucky,12,Horace Greeley,0,Ulysses Grant,0,366,Greeley died; votes dispersed
1872,Louisiana,8,Ulysses Grant,8,Horace Greeley,0,366,Grant Republican
1872,Maine,7,Ulysses Grant,7,Horace Greeley,0,366,Grant Republican
1872,Maryland,8,Horace Greeley,0,Ulysses Grant,0,366,Greeley died; votes dispersed
1872,Massachusetts,13,Ulysses Grant,13,Horace Greeley,0,366,Grant Republican
1872,Michigan,11,Ulysses Grant,11,Horace Greeley,0,366,Grant Republican
1872,Minnesota,5,Ulysses Grant,5,Horace Greeley,0,366,Grant Republican
1872,Mississippi,8,Ulysses Grant,8,Horace Greeley,0,366,Grant Republican
1872,Missouri,15,Horace Greeley,0,Ulysses Grant,0,366,Greeley died; votes dispersed
1872,Nebraska,3,Ulysses Grant,3,Horace Greeley,0,366,Grant Republican
1872,Nevada,3,Ulysses Grant,3,Horace Greeley,0,366,Grant Republican
1872,New Hampshire,5,Ulysses Grant,5,Horace Greeley,0,366,Grant Republican
1872,New Jersey,9,Ulysses Grant,9,Horace Greeley,0,366,Grant Republican
1872,New York,35,Ulysses Grant,35,Horace Greeley,0,366,Grant Republican
1872,North Carolina,10,Ulysses Grant,10,Horace Greeley,0,366,Grant Republican
1872,Ohio,22,Ulysses Grant,22,Horace Greeley,0,366,Grant Republican
1872,Oregon,3,Ulysses Grant,3,Horace Greeley,0,366,Grant Republican
1872,Pennsylvania,29,Ulysses Grant,29,Horace Greeley,0,366,Grant Republican
1872,Rhode Island,4,Ulysses Grant,4,Horace Greeley,0,366,Grant Republican
1872,South Carolina,7,Ulysses Grant,7,Horace Greeley,0,366,Grant Republican
1872,Tennessee,12,Horace Greeley,0,Ulysses Grant,0,366,Greeley died; votes dispersed
1872,Texas,8,Horace Greeley,0,Ulysses Grant,0,366,Greeley died; votes dispersed
1872,Vermont,5,Ulysses Grant,5,Horace Greeley,0,366,Grant Republican
1872,Virginia,11,Ulysses Grant,11,Horace Greeley,0,366,Grant Republican
1872,West Virginia,5,Ulysses Grant,5,Horace Greeley,0,366,Grant Republican
1872,Wisconsin,10,Ulysses Grant,10,Horace Greeley,0,366,Grant Republican

1876,Alabama,10,Samuel Tilden,10,Rutherford Hayes,0,369,Tilden Democrat
1876,Arkansas,6,Samuel Tilden,6,Rutherford Hayes,0,369,Tilden Democrat
1876,California,6,Rutherford Hayes,6,Samuel Tilden,0,369,Hayes Republican
1876,Colorado,3,Rutherford Hayes,3,Samuel Tilden,0,369,New state 1876
1876,Connecticut,6,Samuel Tilden,6,Rutherford Hayes,0,369,Tilden Democrat
1876,Delaware,3,Samuel Tilden,3,Rutherford Hayes,0,369,Tilden Democrat
1876,Florida,4,Rutherford Hayes,4,Samuel Tilden,0,369,Disputed; awarded to Hayes
1876,Georgia,11,Samuel Tilden,11,Rutherford Hayes,0,369,Tilden Democrat
1876,Illinois,21,Rutherford Hayes,21,Samuel Tilden,0,369,Hayes Republican
1876,Indiana,15,Samuel Tilden,15,Rutherford Hayes,0,369,Tilden Democrat
1876,Iowa,11,Rutherford Hayes,11,Samuel Tilden,0,369,Hayes Republican
1876,Kansas,5,Rutherford Hayes,5,Samuel Tilden,0,369,Hayes Republican
1876,Kentucky,12,Samuel Tilden,12,Rutherford Hayes,0,369,Tilden Democrat
1876,Louisiana,8,Rutherford Hayes,8,Samuel Tilden,0,369,Disputed; awarded to Hayes
1876,Maine,7,Rutherford Hayes,7,Samuel Tilden,0,369,Hayes Republican
1876,Maryland,8,Samuel Tilden,8,Rutherford Hayes,0,369,Tilden Democrat
1876,Massachusetts,13,Rutherford Hayes,13,Samuel Tilden,0,369,Hayes Republican
1876,Michigan,11,Rutherford Hayes,11,Samuel Tilden,0,369,Hayes Republican
1876,Minnesota,5,Rutherford Hayes,5,Samuel Tilden,0,369,Hayes Republican
1876,Mississippi,8,Samuel Tilden,8,Rutherford Hayes,0,369,Tilden Democrat
1876,Missouri,15,Samuel Tilden,15,Rutherford Hayes,0,369,Tilden Democrat
1876,Nebraska,3,Rutherford Hayes,3,Samuel Tilden,0,369,Hayes Republican
1876,Nevada,3,Rutherford Hayes,3,Samuel Tilden,0,369,Hayes Republican
1876,New Hampshire,5,Rutherford Hayes,5,Samuel Tilden,0,369,Hayes Republican
1876,New Jersey,9,Samuel Tilden,9,Rutherford Hayes,0,369,Tilden Democrat
1876,New York,35,Samuel Tilden,35,Rutherford Hayes,0,369,Tilden home state
1876,North Carolina,10,Samuel Tilden,10,Rutherford Hayes,0,369,Tilden Democrat
1876,Ohio,22,Rutherford Hayes,22,Samuel Tilden,0,369,Hayes home state
1876,Oregon,3,Rutherford Hayes,3,Samuel Tilden,0,369,Disputed; awarded to Hayes
1876,Pennsylvania,29,Rutherford Hayes,29,Samuel Tilden,0,369,Hayes Republican
1876,Rhode Island,4,Rutherford Hayes,4,Samuel Tilden,0,369,Hayes Republican
1876,South Carolina,7,Rutherford Hayes,7,Samuel Tilden,0,369,Disputed; awarded to Hayes
1876,Tennessee,12,Samuel Tilden,12,Rutherford Hayes,0,369,Tilden Democrat
1876,Texas,8,Samuel Tilden,8,Rutherford Hayes,0,369,Tilden Democrat
1876,Vermont,5,Rutherford Hayes,5,Samuel Tilden,0,369,Hayes Republican
1876,Virginia,11,Samuel Tilden,11,Rutherford Hayes,0,369,Tilden Democrat
1876,West Virginia,5,Samuel Tilden,5,Rutherford Hayes,0,369,Tilden Democrat
1876,Wisconsin,10,Rutherford Hayes,10,Samuel Tilden,0,369,Hayes Republican

1880,Alabama,10,Winfield Hancock,10,James Garfield,0,369,Hancock Democrat
1880,Arkansas,6,Winfield Hancock,6,James Garfield,0,369,Hancock Democrat
1880,California,6,Winfield Hancock,1,James Garfield,5,369,Split vote
1880,Colorado,3,James Garfield,3,Winfield Hancock,0,369,Garfield Republican
1880,Connecticut,6,James Garfield,6,Winfield Hancock,0,369,Garfield Republican
1880,Delaware,3,Winfield Hancock,3,James Garfield,0,369,Hancock Democrat
1880,Florida,4,Winfield Hancock,4,James Garfield,0,369,Hancock Democrat
1880,Georgia,11,Winfield Hancock,11,James Garfield,0,369,Hancock Democrat
1880,Illinois,21,James Garfield,21,Winfield Hancock,0,369,Garfield Republican
1880,Indiana,15,James Garfield,15,Winfield Hancock,0,369,Garfield Republican
1880,Iowa,11,James Garfield,11,Winfield Hancock,0,369,Garfield Republican
1880,Kansas,5,James Garfield,5,Winfield Hancock,0,369,Garfield Republican
1880,Kentucky,12,Winfield Hancock,12,James Garfield,0,369,Hancock Democrat
1880,Louisiana,8,Winfield Hancock,8,James Garfield,0,369,Hancock Democrat
1880,Maine,7,James Garfield,7,Winfield Hancock,0,369,Garfield Republican
1880,Maryland,8,Winfield Hancock,8,James Garfield,0,369,Hancock Democrat
1880,Massachusetts,13,James Garfield,13,Winfield Hancock,0,369,Garfield Republican
1880,Michigan,11,James Garfield,11,Winfield Hancock,0,369,Garfield Republican
1880,Minnesota,5,James Garfield,5,Winfield Hancock,0,369,Garfield Republican
1880,Mississippi,8,Winfield Hancock,8,James Garfield,0,369,Hancock Democrat
1880,Missouri,15,Winfield Hancock,15,James Garfield,0,369,Hancock Democrat
1880,Nebraska,3,James Garfield,3,Winfield Hancock,0,369,Garfield Republican
1880,Nevada,3,Winfield Hancock,3,James Garfield,0,369,Hancock Democrat
1880,New Hampshire,5,James Garfield,5,Winfield Hancock,0,369,Garfield Republican
1880,New Jersey,9,Winfield Hancock,9,James Garfield,0,369,Hancock Democrat
1880,New York,35,James Garfield,35,Winfield Hancock,0,369,Garfield Republican
1880,North Carolina,10,Winfield Hancock,10,James Garfield,0,369,Hancock Democrat
1880,Ohio,22,James Garfield,22,Winfield Hancock,0,369,Garfield home state
1880,Oregon,3,James Garfield,3,Winfield Hancock,0,369,Garfield Republican
1880,Pennsylvania,29,James Garfield,29,Winfield Hancock,0,369,Garfield Republican
1880,Rhode Island,4,James Garfield,4,Winfield Hancock,0,369,Garfield Republican
1880,South Carolina,7,Winfield Hancock,7,James Garfield,0,369,Hancock Democrat
1880,Tennessee,12,Winfield Hancock,12,James Garfield,0,369,Hancock Democrat
1880,Texas,8,Winfield Hancock,8,James Garfield,0,369,Hancock Democrat
1880,Vermont,5,James Garfield,5,Winfield Hancock,0,369,Garfield Republican
1880,Virginia,11,Winfield Hancock,11,James Garfield,0,369,Hancock Democrat
1880,West Virginia,5,Winfield Hancock,5,James Garfield,0,369,Hancock Democrat
1880,Wisconsin,10,James Garfield,10,Winfield Hancock,0,369,Garfield Republican

1884,Alabama,10,Grover Cleveland,10,James Blaine,0,401,Cleveland Democrat
1884,Arkansas,7,Grover Cleveland,7,James Blaine,0,401,Cleveland Democrat
1884,California,8,James Blaine,8,Grover Cleveland,0,401,Blaine Republican
1884,Colorado,3,James Blaine,3,Grover Cleveland,0,401,Blaine Republican
1884,Connecticut,6,Grover Cleveland,6,James Blaine,0,401,Cleveland Democrat
1884,Delaware,3,Grover Cleveland,3,James Blaine,0,401,Cleveland Democrat
1884,Florida,4,Grover Cleveland,4,James Blaine,0,401,Cleveland Democrat
1884,Georgia,12,Grover Cleveland,12,James Blaine,0,401,Cleveland Democrat
1884,Illinois,22,James Blaine,22,Grover Cleveland,0,401,Blaine Republican
1884,Indiana,15,Grover Cleveland,15,James Blaine,0,401,Cleveland Democrat
1884,Iowa,13,James Blaine,13,Grover Cleveland,0,401,Blaine Republican
1884,Kansas,9,James Blaine,9,Grover Cleveland,0,401,Blaine Republican
1884,Kentucky,13,Grover Cleveland,13,James Blaine,0,401,Cleveland Democrat
1884,Louisiana,8,Grover Cleveland,8,James Blaine,0,401,Cleveland Democrat
1884,Maine,6,James Blaine,6,Grover Cleveland,0,401,Blaine home state
1884,Maryland,8,Grover Cleveland,8,James Blaine,0,401,Cleveland Democrat
1884,Massachusetts,14,James Blaine,14,Grover Cleveland,0,401,Blaine Republican
1884,Michigan,13,James Blaine,13,Grover Cleveland,0,401,Blaine Republican
1884,Minnesota,7,James Blaine,7,Grover Cleveland,0,401,Blaine Republican
1884,Mississippi,9,Grover Cleveland,9,James Blaine,0,401,Cleveland Democrat
1884,Missouri,16,Grover Cleveland,16,James Blaine,0,401,Cleveland Democrat
1884,Nebraska,5,James Blaine,5,Grover Cleveland,0,401,Blaine Republican
1884,Nevada,3,James Blaine,3,Grover Cleveland,0,401,Blaine Republican
1884,New Hampshire,4,James Blaine,4,Grover Cleveland,0,401,Blaine Republican
1884,New Jersey,9,Grover Cleveland,9,James Blaine,0,401,Cleveland Democrat
1884,New York,36,Grover Cleveland,36,James Blaine,0,401,Cleveland home state
1884,North Carolina,11,Grover Cleveland,11,James Blaine,0,401,Cleveland Democrat
1884,Ohio,23,James Blaine,23,Grover Cleveland,0,401,Blaine Republican
1884,Oregon,3,James Blaine,3,Grover Cleveland,0,401,Blaine Republican
1884,Pennsylvania,30,James Blaine,30,Grover Cleveland,0,401,Blaine Republican
1884,Rhode Island,4,James Blaine,4,Grover Cleveland,0,401,Blaine Republican
1884,South Carolina,9,Grover Cleveland,9,James Blaine,0,401,Cleveland Democrat
1884,Tennessee,12,Grover Cleveland,12,James Blaine,0,401,Cleveland Democrat
1884,Texas,13,Grover Cleveland,13,James Blaine,0,401,Cleveland Democrat
1884,Vermont,4,James Blaine,4,Grover Cleveland,0,401,Blaine Republican
1884,Virginia,12,Grover Cleveland,12,James Blaine,0,401,Cleveland Democrat
1884,West Virginia,6,Grover Cleveland,6,James Blaine,0,401,Cleveland Democrat
1884,Wisconsin,11,James Blaine,11,Grover Cleveland,0,401,Blaine Republican

1888,Alabama,10,Grover Cleveland,10,Benjamin Harrison,0,401,Cleveland Democrat
1888,Arkansas,7,Grover Cleveland,7,Benjamin Harrison,0,401,Cleveland Democrat
1888,California,8,Benjamin Harrison,8,Grover Cleveland,0,401,Harrison Republican
1888,Colorado,3,Benjamin Harrison,3,Grover Cleveland,0,401,Harrison Republican
1888,Connecticut,6,Grover Cleveland,6,Benjamin Harrison,0,401,Cleveland Democrat
1888,Delaware,3,Grover Cleveland,3,Benjamin Harrison,0,401,Cleveland Democrat
1888,Florida,4,Grover Cleveland,4,Benjamin Harrison,0,401,Cleveland Democrat
1888,Georgia,12,Grover Cleveland,12,Benjamin Harrison,0,401,Cleveland Democrat
1888,Illinois,22,Benjamin Harrison,22,Grover Cleveland,0,401,Harrison Republican
1888,Indiana,15,Benjamin Harrison,15,Grover Cleveland,0,401,Harrison home state
1888,Iowa,13,Benjamin Harrison,13,Grover Cleveland,0,401,Harrison Republican
1888,Kansas,9,Benjamin Harrison,9,Grover Cleveland,0,401,Harrison Republican
1888,Kentucky,13,Grover Cleveland,13,Benjamin Harrison,0,401,Cleveland Democrat
1888,Louisiana,8,Grover Cleveland,8,Benjamin Harrison,0,401,Cleveland Democrat
1888,Maine,6,Benjamin Harrison,6,Grover Cleveland,0,401,Harrison Republican
1888,Maryland,8,Grover Cleveland,8,Benjamin Harrison,0,401,Cleveland Democrat
1888,Massachusetts,14,Benjamin Harrison,14,Grover Cleveland,0,401,Harrison Republican
1888,Michigan,13,Benjamin Harrison,13,Grover Cleveland,0,401,Harrison Republican
1888,Minnesota,7,Benjamin Harrison,7,Grover Cleveland,0,401,Harrison Republican
1888,Mississippi,9,Grover Cleveland,9,Benjamin Harrison,0,401,Cleveland Democrat
1888,Missouri,16,Grover Cleveland,16,Benjamin Harrison,0,401,Cleveland Democrat
1888,Nebraska,5,Benjamin Harrison,5,Grover Cleveland,0,401,Harrison Republican
1888,Nevada,3,Benjamin Harrison,3,Grover Cleveland,0,401,Harrison Republican
1888,New Hampshire,4,Benjamin Harrison,4,Grover Cleveland,0,401,Harrison Republican
1888,New Jersey,9,Grover Cleveland,9,Benjamin Harrison,0,401,Cleveland Democrat
1888,New York,36,Benjamin Harrison,36,Grover Cleveland,0,401,Harrison Republican
1888,North Carolina,11,Grover Cleveland,11,Benjamin Harrison,0,401,Cleveland Democrat
1888,Ohio,23,Benjamin Harrison,23,Grover Cleveland,0,401,Harrison Republican
1888,Oregon,3,Benjamin Harrison,3,Grover Cleveland,0,401,Harrison Republican
1888,Pennsylvania,30,Benjamin Harrison,30,Grover Cleveland,0,401,Harrison Republican
1888,Rhode Island,4,Benjamin Harrison,4,Grover Cleveland,0,401,Harrison Republican
1888,South Carolina,9,Grover Cleveland,9,Benjamin Harrison,0,401,Cleveland Democrat
